progeny	sire	dam	progeny_fam_ID	sire_fam_ID	dam_fam_ID
503	0	0	1136	NA	NA
504	0	0	2132	NA	NA
505	0	0	1143	NA	NA
506	0	0	1466	NA	NA
507	0	0	1199	NA	NA
508	0	0	1205	NA	NA
509	0	0	2468	NA	NA
510	0	0	1928	NA	NA
511	0	0	1170	NA	NA
512	0	0	1149	NA	NA
513	0	0	1156	NA	NA
514	0	0	324	NA	NA
515	0	0	612	NA	NA
516	0	0	2068	NA	NA
517	0	0	24	NA	NA
518	0	0	1332	NA	NA
519	0	0	291	NA	NA
520	0	0	67	NA	NA
521	0	0	706	NA	NA
522	0	0	249	NA	NA
523	0	0	259	NA	NA
524	0	0	75	NA	NA
525	0	0	2092	NA	NA
526	0	0	2059	NA	NA
527	0	0	1252	NA	NA
528	0	0	529	NA	NA
529	0	0	47	NA	NA
530	0	0	71	NA	NA
531	0	0	173	NA	NA
532	0	0	1222	NA	NA
533	0	0	56	NA	NA
534	0	0	1919	NA	NA
535	0	0	1413	NA	NA
536	0	0	954	NA	NA
537	0	0	NA	NA	NA
538	0	0	1230	NA	NA
539	0	0	1223	NA	NA
540	0	0	582	NA	NA
541	0	0	737	NA	NA
542	0	0	1183	NA	NA
543	0	0	797	NA	NA
544	0	0	809	NA	NA
545	0	0	832	NA	NA
546	0	0	NA	NA	NA
547	0	0	2193	NA	NA
548	0	0	729	NA	NA
549	0	0	820	NA	NA
550	0	0	2225	NA	NA
551	0	0	2446	NA	NA
552	0	0	994	NA	NA
553	0	0	2247	NA	NA
554	0	0	1765	NA	NA
555	0	0	1980	NA	NA
556	0	0	953	NA	NA
557	0	0	1029	NA	NA
558	0	0	971	NA	NA
559	0	0	633	NA	NA
560	0	0	691	NA	NA
561	0	0	911	NA	NA
562	0	0	947	NA	NA
563	0	0	759	NA	NA
564	0	0	639	NA	NA
565	0	0	626	NA	NA
566	0	0	727	NA	NA
567	0	0	2201	NA	NA
568	0	0	1034	NA	NA
569	0	0	834	NA	NA
570	0	0	2213	NA	NA
571	0	0	2042	NA	NA
572	0	0	1344	NA	NA
573	0	0	1292	NA	NA
574	0	0	1407	NA	NA
575	0	0	2399	NA	NA
576	0	0	2479	NA	NA
577	0	0	2253	NA	NA
578	0	0	1977	NA	NA
579	0	0	1160	NA	NA
580	0	0	2260	NA	NA
581	0	0	11	NA	NA
582	0	0	2249	NA	NA
583	0	0	1374	NA	NA
584	0	0	2060	NA	NA
585	0	0	2104	NA	NA
586	0	0	2403	NA	NA
587	0	0	2410	NA	NA
588	0	0	327	NA	NA
589	0	0	821	NA	NA
590	0	0	608	NA	NA
591	0	0	967	NA	NA
592	0	0	2036	NA	NA
593	0	0	1176	NA	NA
594	0	0	2023	NA	NA
595	0	0	1	NA	NA
596	0	0	2407	NA	NA
597	0	0	232	NA	NA
598	0	0	2136	NA	NA
599	0	0	1147	NA	NA
600	0	0	165	NA	NA
601	0	0	1891	NA	NA
602	0	0	2190	NA	NA
603	0	0	1180	NA	NA
604	0	0	190	NA	NA
605	0	0	1527	NA	NA
606	0	0	1246	NA	NA
607	0	0	2455	NA	NA
608	0	0	1620	NA	NA
609	0	0	1261	NA	NA
610	0	0	833	NA	NA
611	0	0	1351	NA	NA
612	0	0	1981	NA	NA
613	0	0	2182	NA	NA
614	0	0	1567	NA	NA
615	0	0	1342	NA	NA
616	0	0	NA	NA	NA
617	0	0	1486	NA	NA
618	0	0	2349	NA	NA
619	0	0	866	NA	NA
620	0	0	1935	NA	NA
621	0	0	1586	NA	NA
622	0	0	2014	NA	NA
623	0	0	1317	NA	NA
624	0	0	1038	NA	NA
625	0	0	1238	NA	NA
626	0	0	NA	NA	NA
627	0	0	2469	NA	NA
628	0	0	180	NA	NA
629	0	0	2203	NA	NA
630	0	0	2463	NA	NA
631	0	0	1255	NA	NA
632	0	0	1927	NA	NA
633	0	0	1272	NA	NA
634	0	0	18	NA	NA
635	0	0	223	NA	NA
636	0	0	278	NA	NA
637	0	0	2188	NA	NA
638	0	0	2252	NA	NA
639	0	0	29	NA	NA
640	0	0	1954	NA	NA
641	0	0	722	NA	NA
642	0	0	213	NA	NA
643	0	0	197	NA	NA
644	0	0	2262	NA	NA
645	0	0	1389	NA	NA
646	0	0	2487	NA	NA
647	0	0	570	NA	NA
648	0	0	784	NA	NA
649	0	0	1028	NA	NA
650	0	0	1224	NA	NA
651	0	0	1006	NA	NA
652	0	0	204	NA	NA
653	0	0	1670	NA	NA
654	0	0	807	NA	NA
655	0	0	2353	NA	NA
656	0	0	57	NA	NA
657	0	0	2144	NA	NA
658	0	0	2492	NA	NA
659	0	0	264	NA	NA
660	0	0	2141	NA	NA
661	0	0	607	NA	NA
662	0	0	2152	NA	NA
663	0	0	263	NA	NA
664	0	0	683	NA	NA
665	0	0	52	NA	NA
666	0	0	50	NA	NA
667	0	0	253	NA	NA
668	0	0	503	NA	NA
669	0	0	2137	NA	NA
670	0	0	1275	NA	NA
671	0	0	849	NA	NA
672	0	0	2016	NA	NA
673	0	0	1582	NA	NA
674	0	0	536	NA	NA
675	0	0	1191	NA	NA
676	0	0	1243	NA	NA
677	0	0	621	NA	NA
678	0	0	1916	NA	NA
679	0	0	1972	NA	NA
680	0	0	2082	NA	NA
681	0	0	1513	NA	NA
682	0	0	1623	NA	NA
683	0	0	2255	NA	NA
684	0	0	1669	NA	NA
685	0	0	1366	NA	NA
686	0	0	1294	NA	NA
687	0	0	2334	NA	NA
688	0	0	1434	NA	NA
689	0	0	54	NA	NA
690	0	0	60	NA	NA
691	0	0	2343	NA	NA
692	0	0	875	NA	NA
693	0	0	2007	NA	NA
694	0	0	853	NA	NA
695	0	0	1395	NA	NA
696	0	0	2127	NA	NA
697	0	0	1350	NA	NA
698	0	0	902	NA	NA
699	0	0	549	NA	NA
700	0	0	308	NA	NA
701	0	0	297	NA	NA
702	0	0	896	NA	NA
703	0	0	63	NA	NA
704	0	0	2184	NA	NA
705	0	0	2114	NA	NA
706	0	0	1955	NA	NA
707	0	0	693	NA	NA
708	0	0	1256	NA	NA
709	0	0	1237	NA	NA
710	0	0	886	NA	NA
711	0	0	1242	NA	NA
712	0	0	2448	NA	NA
713	0	0	777	NA	NA
714	0	0	1621	NA	NA
715	0	0	2471	NA	NA
716	0	0	1244	NA	NA
717	0	0	1426	NA	NA
718	0	0	2273	NA	NA
719	0	0	977	NA	NA
720	0	0	1469	NA	NA
721	0	0	141	NA	NA
722	0	0	854	NA	NA
723	0	0	2488	NA	NA
724	0	0	1693	NA	NA
725	0	0	644	NA	NA
726	0	0	346	NA	NA
727	0	0	352	NA	NA
728	0	0	1881	NA	NA
729	0	0	1538	NA	NA
730	0	0	599	NA	NA
731	0	0	815	NA	NA
732	0	0	305	NA	NA
733	0	0	931	NA	NA
734	0	0	1819	NA	NA
735	0	0	2150	NA	NA
736	0	0	1941	NA	NA
737	0	0	2420	NA	NA
738	0	0	656	NA	NA
739	0	0	332	NA	NA
740	0	0	721	NA	NA
741	0	0	1448	NA	NA
742	0	0	1905	NA	NA
743	0	0	587	NA	NA
744	0	0	746	NA	NA
745	0	0	1322	NA	NA
746	0	0	1305	NA	NA
747	0	0	1346	NA	NA
748	0	0	1958	NA	NA
749	0	0	2279	NA	NA
750	0	0	2275	NA	NA
751	0	0	74	NA	NA
752	0	0	2485	NA	NA
753	0	0	634	NA	NA
754	0	0	920	NA	NA
755	0	0	941	NA	NA
756	0	0	1501	NA	NA
757	0	0	734	NA	NA
758	0	0	317	NA	NA
759	0	0	2169	NA	NA
760	0	0	353	NA	NA
761	0	0	1410	NA	NA
762	0	0	1423	NA	NA
763	0	0	344	NA	NA
764	0	0	873	NA	NA
765	0	0	2153	NA	NA
766	0	0	453	NA	NA
767	0	0	906	NA	NA
768	0	0	898	NA	NA
769	0	0	877	NA	NA
770	0	0	78	NA	NA
771	0	0	867	NA	NA
772	0	0	2425	NA	NA
773	0	0	2110	NA	NA
774	0	0	938	NA	NA
775	0	0	1063	NA	NA
776	0	0	880	NA	NA
777	0	0	1625	NA	NA
778	0	0	551	NA	NA
779	0	0	13	NA	NA
780	0	0	2105	NA	NA
781	0	0	222	NA	NA
782	0	0	1139	NA	NA
783	0	0	770	NA	NA
784	0	0	970	NA	NA
785	0	0	2131	NA	NA
786	0	0	872	NA	NA
787	0	0	464	NA	NA
788	0	0	271	NA	NA
789	0	0	477	NA	NA
790	0	0	2288	NA	NA
791	0	0	2282	NA	NA
792	0	0	1365	NA	NA
793	0	0	2429	NA	NA
794	0	0	2280	NA	NA
795	0	0	1060	NA	NA
796	0	0	1530	NA	NA
797	0	0	339	NA	NA
798	0	0	1285	NA	NA
799	0	0	2496	NA	NA
800	0	0	617	NA	NA
801	0	0	1364	NA	NA
802	0	0	1924	NA	NA
803	0	0	1337	NA	NA
804	0	0	3	NA	NA
805	0	0	696	NA	NA
806	0	0	1884	NA	NA
807	0	0	541	NA	NA
808	0	0	272	NA	NA
809	0	0	10	NA	NA
810	0	0	1345	NA	NA
811	0	0	961	NA	NA
812	0	0	444	NA	NA
813	0	0	1898	NA	NA
814	0	0	1644	NA	NA
815	0	0	1651	NA	NA
816	0	0	1202	NA	NA
817	0	0	44	NA	NA
818	0	0	31	NA	NA
819	0	0	38	NA	NA
820	0	0	1564	NA	NA
821	0	0	1646	NA	NA
822	0	0	1894	NA	NA
823	0	0	2001	NA	NA
824	0	0	2012	NA	NA
825	0	0	1447	NA	NA
826	0	0	1663	NA	NA
827	0	0	1209	NA	NA
828	0	0	351	NA	NA
829	0	0	NA	NA	NA
830	0	0	1505	NA	NA
831	0	0	2467	NA	NA
832	0	0	1465	NA	NA
833	0	0	2412	NA	NA
834	0	0	195	NA	NA
835	0	0	878	NA	NA
836	0	0	NA	NA	NA
837	0	0	2239	NA	NA
838	0	0	2245	NA	NA
839	0	0	1336	NA	NA
840	0	0	819	NA	NA
841	0	0	285	NA	NA
842	0	0	1290	NA	NA
843	0	0	2080	NA	NA
844	0	0	1187	NA	NA
845	0	0	1372	NA	NA
846	0	0	1445	NA	NA
847	0	0	340	NA	NA
848	0	0	645	NA	NA
849	0	0	918	NA	NA
850	0	0	1481	NA	NA
851	0	0	1541	NA	NA
852	0	0	1979	NA	NA
853	0	0	613	NA	NA
854	0	0	2116	NA	NA
855	0	0	2205	NA	NA
856	0	0	349	NA	NA
857	0	0	290	NA	NA
858	0	0	328	NA	NA
859	0	0	39	NA	NA
860	0	0	1676	NA	NA
861	0	0	1297	NA	NA
862	0	0	611	NA	NA
863	0	0	30	NA	NA
864	0	0	2065	NA	NA
865	0	0	620	NA	NA
866	0	0	897	NA	NA
867	0	0	1403	NA	NA
868	0	0	2066	NA	NA
869	0	0	51	NA	NA
870	0	0	2044	NA	NA
871	0	0	2270	NA	NA
872	0	0	1304	NA	NA
873	0	0	1380	NA	NA
874	0	0	1910	NA	NA
875	0	0	2039	NA	NA
876	0	0	2034	NA	NA
877	0	0	1264	NA	NA
878	0	0	2458	NA	NA
879	0	0	1281	NA	NA
880	0	0	1274	NA	NA
881	0	0	1490	NA	NA
882	0	0	NA	NA	NA
883	0	0	2459	NA	NA
884	0	0	1477	NA	NA
885	0	0	1282	NA	NA
886	0	0	468	NA	NA
887	0	0	1258	NA	NA
888	0	0	575	NA	NA
889	0	0	1251	NA	NA
890	0	0	1225	NA	NA
891	0	0	2095	NA	NA
892	0	0	785	NA	NA
893	0	0	1349	NA	NA
894	0	0	2285	NA	NA
895	0	0	2281	NA	NA
896	0	0	2147	NA	NA
897	0	0	NA	NA	NA
898	0	0	1312	NA	NA
899	0	0	1363	NA	NA
900	0	0	1570	NA	NA
901	0	0	1925	NA	NA
902	0	0	2466	NA	NA
903	0	0	1897	NA	NA
904	0	0	754	NA	NA
905	0	0	NA	NA	NA
906	0	0	2009	NA	NA
907	0	0	1652	NA	NA
908	0	0	2019	NA	NA
909	0	0	NA	NA	NA
910	0	0	216	NA	NA
911	0	0	2011	NA	NA
912	0	0	1353	NA	NA
913	0	0	1011	NA	NA
914	0	0	752	NA	NA
915	0	0	675	NA	NA
916	0	0	725	NA	NA
917	0	0	1706	NA	NA
918	0	0	2416	NA	NA
919	0	0	1259	NA	NA
920	0	714	NA	NA	1621
921	0	611	NA	NA	1351
922	320	827	NA	NA	1209
923	0	0	NA	NA	NA
924	130	173	NA	NA	NA
925	0	0	NA	NA	NA
926	0	0	NA	NA	NA
927	0	0	NA	NA	NA
928	0	0	NA	NA	NA
929	272	0	NA	NA	NA
930	0	0	NA	NA	NA
931	0	0	NA	NA	NA
932	132	930	NA	NA	NA
933	0	0	NA	NA	NA
934	0	0	NA	NA	NA
935	927	220	NA	NA	NA
936	0	0	NA	NA	NA
937	923	929	NA	NA	NA
938	3	925	NA	NA	NA
939	0	0	NA	NA	NA
940	926	13	NA	NA	NA
941	928	174	NA	NA	NA
942	940	156	NA	NA	NA
943	931	933	NA	NA	NA
944	931	933	NA	NA	NA
945	0	0	NA	NA	NA
946	65	266	2352	NA	NA
947	449	171	2346	NA	NA
948	936	934	NA	NA	NA
949	0	0	NA	NA	NA
950	272	158	2338	NA	NA
951	0	0	NA	NA	NA
952	8	933	NA	NA	NA
953	942	49	NA	NA	NA
954	940	156	2336	NA	NA
955	943	944	2344	NA	NA
956	939	14	NA	NA	NA
957	170	938	2115	NA	NA
958	949	9	NA	NA	NA
959	948	954	2067	NA	2336
960	932	937	NA	NA	NA
961	956	953	2393	NA	NA
962	15	951	NA	NA	NA
963	271	575	2389	NA	2399
964	942	157	2081	NA	NA
965	932	937	2356	NA	NA
966	950	586	2049	2338	2403
967	177	941	2074	NA	NA
968	945	12	NA	NA	NA
969	942	157	2088	NA	NA
970	948	954	2058	NA	2336
971	924	587	2397	NA	2410
972	175	596	2398	NA	2407
973	956	953	2040	NA	NA
974	592	176	2120	2036	NA
975	970	965	2360	2058	2356
976	968	962	2374	NA	NA
977	780	172	2370	2105	NA
978	969	971	2363	2088	2397
979	950	586	2365	2338	2403
980	952	967	NA	NA	2074
981	957	947	2371	2115	2346
982	0	0	NA	NA	NA
983	968	962	2358	NA	NA
984	935	960	2405	NA	NA
985	65	982	NA	NA	NA
986	0	0	NA	NA	NA
987	0	0	NA	NA	NA
988	0	0	NA	NA	NA
989	958	985	2368	NA	NA
990	0	0	NA	NA	NA
991	0	0	NA	NA	NA
992	32	0	NA	NA	NA
993	990	987	NA	NA	NA
994	0	0	NA	NA	NA
995	0	0	NA	NA	NA
996	995	0	NA	NA	NA
997	0	0	NA	NA	NA
998	0	0	NA	NA	NA
999	0	0	NA	NA	NA
1000	992	0	NA	NA	NA
1001	992	0	NA	NA	NA
1002	0	0	NA	NA	NA
1003	0	0	NA	NA	NA
1004	0	0	NA	NA	NA
1005	0	0	NA	NA	NA
1006	0	0	NA	NA	NA
1007	0	0	NA	NA	NA
1008	0	0	NA	NA	NA
1009	0	0	NA	NA	NA
1010	0	0	NA	NA	NA
1011	0	0	NA	NA	NA
1012	0	73	NA	NA	NA
1013	0	0	NA	NA	NA
1014	0	0	NA	NA	NA
1015	0	0	NA	NA	NA
1016	0	0	NA	NA	NA
1017	0	0	NA	NA	NA
1018	0	0	NA	NA	NA
1019	0	0	NA	NA	NA
1020	0	0	NA	NA	NA
1021	0	0	NA	NA	NA
1022	0	0	NA	NA	NA
1023	37	58	NA	NA	NA
1024	32	41	NA	NA	NA
1025	986	31	NA	NA	NA
1026	203	1000	NA	NA	NA
1027	189	1005	NA	NA	NA
1028	1004	1001	NA	NA	NA
1029	1013	1016	NA	NA	NA
1030	0	0	NA	NA	NA
1031	0	0	NA	NA	NA
1032	1021	1020	NA	NA	NA
1033	0	0	NA	NA	NA
1034	0	0	NA	NA	NA
1035	0	0	NA	NA	NA
1036	996	0	NA	NA	NA
1037	0	0	NA	NA	NA
1038	0	0	NA	NA	NA
1039	992	202	NA	NA	NA
1040	0	0	NA	NA	NA
1041	0	0	NA	NA	NA
1042	0	0	NA	NA	NA
1043	992	202	NA	NA	NA
1044	47	46	NA	NA	NA
1045	0	0	NA	NA	NA
1046	1028	73	543	NA	NA
1047	0	0	NA	NA	NA
1048	0	0	NA	NA	NA
1049	0	0	NA	NA	NA
1050	0	0	NA	NA	NA
1051	0	0	NA	NA	NA
1052	0	0	NA	NA	NA
1053	211	991	NA	NA	NA
1054	224	48	NA	NA	NA
1055	234	1033	NA	NA	NA
1056	0	0	NA	NA	NA
1057	0	0	NA	NA	NA
1058	0	0	NA	NA	NA
1059	221	59	NA	NA	NA
1060	47	0	NA	NA	NA
1061	0	0	NA	NA	NA
1062	1019	1026	NA	NA	NA
1063	0	0	NA	NA	NA
1064	1034	204	NA	NA	NA
1065	200	1037	NA	NA	NA
1066	183	1017	NA	NA	NA
1067	1044	104	NA	NA	NA
1068	0	0	NA	NA	NA
1069	0	0	NA	NA	NA
1070	0	0	NA	NA	NA
1071	205	1007	NA	NA	NA
1072	0	0	NA	NA	NA
1073	1047	1038	NA	NA	NA
1074	0	0	NA	NA	NA
1075	1044	104	2197	NA	NA
1076	0	0	NA	NA	NA
1077	0	0	NA	NA	NA
1078	237	238	NA	NA	NA
1079	0	0	NA	NA	NA
1080	188	1008	NA	NA	NA
1081	0	0	NA	NA	NA
1082	995	1018	NA	NA	NA
1083	0	1031	NA	NA	NA
1084	0	0	NA	NA	NA
1085	221	59	NA	NA	NA
1086	0	0	NA	NA	NA
1087	0	0	NA	NA	NA
1088	198	1068	NA	NA	NA
1089	232	1036	NA	NA	NA
1090	1074	1083	NA	NA	NA
1091	1084	1086	NA	NA	NA
1092	1041	1006	NA	NA	NA
1093	988	210	NA	NA	NA
1094	1011	1014	NA	NA	NA
1095	1042	0	NA	NA	NA
1096	986	1058	NA	NA	NA
1097	1032	0	NA	NA	NA
1098	1039	1022	NA	NA	NA
1099	222	1035	NA	NA	NA
1100	469	408	320	NA	NA
1101	998	1010	NA	NA	NA
1102	1009	1031	NA	NA	NA
1103	1081	1057	NA	NA	NA
1104	1048	1052	NA	NA	NA
1105	1087	233	NA	NA	NA
1106	217	1059	NA	NA	NA
1107	1002	186	NA	NA	NA
1108	230	0	NA	NA	NA
1109	1023	1024	1103	NA	NA
1110	0	0	NA	NA	NA
1111	1054	0	NA	NA	NA
1112	0	0	NA	NA	NA
1113	0	0	NA	NA	NA
1114	997	1003	NA	NA	NA
1115	1074	1083	NA	NA	NA
1116	1043	1066	220	NA	NA
1117	0	0	NA	NA	NA
1118	1073	78	334	NA	NA
1119	0	0	NA	NA	NA
1120	0	1037	NA	NA	NA
1121	0	1037	NA	NA	NA
1122	0	0	NA	NA	NA
1123	1039	1022	NA	NA	NA
1124	0	0	NA	NA	NA
1125	0	0	NA	NA	NA
1126	235	1060	NA	NA	NA
1127	997	0	NA	NA	NA
1128	1023	1024	NA	NA	NA
1129	996	218	NA	NA	NA
1130	1110	1097	NA	NA	NA
1131	999	1079	NA	NA	NA
1132	1030	1085	NA	NA	NA
1133	993	1026	NA	NA	NA
1134	994	193	NA	NA	NA
1135	1076	1072	NA	NA	NA
1136	1110	1097	NA	NA	NA
1137	0	0	NA	NA	NA
1138	0	0	NA	NA	NA
1139	0	1062	NA	NA	NA
1140	0	0	NA	NA	NA
1141	0	0	NA	NA	NA
1142	212	209	NA	NA	NA
1143	0	0	NA	NA	NA
1144	0	0	NA	NA	NA
1145	212	209	NA	NA	NA
1146	0	1112	NA	NA	NA
1147	230	228	NA	NA	NA
1148	1050	1056	NA	NA	NA
1149	0	0	NA	NA	NA
1150	0	0	NA	NA	NA
1151	1076	1072	NA	NA	NA
1152	1027	1099	380	NA	NA
1153	993	1026	342	NA	NA
1154	82	1096	248	NA	NA
1155	1126	77	680	NA	NA
1156	1134	1091	174	NA	NA
1157	1042	196	NA	NA	NA
1158	195	1119	NA	NA	NA
1159	1090	528	381	NA	529
1160	1118	1064	388	334	NA
1161	75	1026	207	NA	NA
1162	457	422	198	NA	NA
1163	68	1130	NA	NA	NA
1164	223	60	NA	NA	NA
1165	463	407	NA	NA	NA
1166	1108	1151	NA	NA	NA
1167	1125	240	NA	NA	NA
1168	1082	409	NA	NA	NA
1169	190	1124	NA	NA	NA
1170	1082	409	NA	NA	NA
1171	190	1124	NA	NA	NA
1172	1147	1114	202	NA	NA
1173	34	1095	NA	NA	NA
1174	0	0	NA	NA	NA
1175	1092	1065	NA	NA	NA
1176	45	42	NA	NA	NA
1177	0	0	NA	NA	NA
1178	1107	0	NA	NA	NA
1179	463	407	1059	NA	NA
1180	1133	399	411	NA	NA
1181	1090	528	244	NA	529
1182	0	0	NA	NA	NA
1183	243	1105	231	NA	NA
1184	1092	1065	369	NA	NA
1185	1147	1114	229	NA	NA
1186	458	1103	189	NA	NA
1187	1054	1106	356	NA	NA
1188	1145	1102	402	NA	NA
1189	1146	1112	NA	NA	NA
1190	206	1141	NA	NA	NA
1191	419	62	178	NA	NA
1192	1046	1012	NA	543	NA
1193	468	1088	1114	NA	NA
1194	420	423	203	NA	NA
1195	1090	528	254	NA	529
1196	1093	1089	215	NA	NA
1197	1080	412	NA	NA	NA
1198	76	1131	212	NA	NA
1199	141	1139	NA	NA	NA
1200	1090	528	390	NA	529
1201	1082	409	375	NA	NA
1202	68	1130	224	NA	NA
1203	1082	409	NA	NA	NA
1204	1069	216	NA	NA	NA
1205	1050	1056	NA	NA	NA
1206	75	1026	NA	NA	NA
1207	1098	1049	NA	NA	NA
1208	169	424	2192	NA	NA
1209	86	493	365	NA	554
1210	456	99	238	NA	NA
1211	1104	1025	405	NA	NA
1212	201	1143	NA	NA	NA
1213	198	1051	NA	NA	NA
1214	81	531	NA	NA	173
1215	1111	1045	NA	NA	NA
1216	1063	1077	NA	NA	NA
1217	997	0	NA	NA	NA
1218	214	215	NA	NA	NA
1219	1140	401	NA	NA	NA
1220	997	0	NA	NA	NA
1221	231	1015	NA	NA	NA
1222	1111	1045	NA	NA	NA
1223	182	207	NA	NA	NA
1224	1120	208	NA	NA	NA
1225	1144	1149	NA	NA	NA
1226	1061	187	NA	NA	NA
1227	420	423	NA	NA	NA
1228	1132	1121	NA	NA	NA
1229	1063	1077	NA	NA	NA
1230	213	1070	NA	NA	NA
1231	400	395	NA	NA	NA
1232	1145	1102	NA	NA	NA
1233	75	1026	NA	NA	NA
1234	0	0	NA	NA	NA
1235	588	0	NA	327	NA
1236	1109	0	NA	1103	NA
1237	0	1040	NA	NA	NA
1238	0	1040	NA	NA	NA
1239	44	43	NA	NA	NA
1240	400	395	NA	NA	NA
1241	0	0	NA	NA	NA
1242	994	193	NA	NA	NA
1243	0	0	NA	NA	NA
1244	1144	1149	NA	NA	NA
1245	0	421	NA	NA	NA
1246	0	1031	NA	NA	NA
1247	1080	412	NA	NA	NA
1248	1069	216	NA	NA	NA
1249	1050	1056	NA	NA	NA
1250	0	0	NA	NA	NA
1251	217	1083	NA	NA	NA
1252	0	0	NA	NA	NA
1253	0	0	NA	NA	NA
1254	34	1095	NA	NA	NA
1255	0	0	NA	NA	NA
1256	460	66	1042	NA	NA
1257	481	397	437	NA	NA
1258	690	279	304	60	NA
1259	180	1062	NA	NA	NA
1260	1156	1101	392	174	NA
1261	1223	401	225	NA	NA
1262	1148	421	535	NA	NA
1263	398	1152	235	NA	380
1264	178	399	311	NA	NA
1265	419	50	NA	NA	NA
1266	185	1179	NA	NA	1059
1267	10	1137	NA	NA	NA
1268	142	1149	NA	NA	NA
1269	1178	1207	NA	NA	NA
1270	1080	412	261	NA	NA
1271	1215	181	2219	NA	NA
1272	298	1232	NA	NA	NA
1273	1248	1250	NA	NA	NA
1274	87	85	NA	NA	NA
1275	1220	1177	NA	NA	NA
1276	143	1234	NA	NA	NA
1277	1029	167	NA	NA	NA
1278	11	1238	NA	NA	NA
1279	1251	146	NA	NA	NA
1280	1117	1115	NA	NA	NA
1281	142	1149	NA	NA	NA
1282	90	89	NA	NA	NA
1283	1223	401	NA	NA	NA
1284	1111	1040	NA	NA	NA
1285	1111	1040	NA	NA	NA
1286	1093	1089	NA	NA	NA
1287	1156	1101	368	174	NA
1288	1198	278	200	212	NA
1289	461	19	378	NA	NA
1290	1055	417	2232	NA	NA
1291	1136	402	193	NA	NA
1292	88	1163	423	NA	NA
1293	184	55	NA	NA	NA
1294	87	85	359	NA	NA
1295	1175	1252	NA	NA	NA
1296	460	66	183	NA	NA
1297	1247	1229	NA	NA	NA
1298	1241	1243	NA	NA	NA
1299	1067	226	NA	NA	NA
1300	496	191	NA	1414	NA
1301	1244	1235	NA	NA	NA
1302	0	1225	NA	NA	NA
1303	1118	1064	NA	334	NA
1304	0	0	NA	NA	NA
1305	1161	1233	NA	207	NA
1306	1113	197	NA	NA	NA
1307	88	1163	NA	NA	NA
1308	75	57	NA	NA	NA
1309	1244	1235	NA	NA	NA
1310	0	0	NA	NA	NA
1311	140	54	NA	NA	NA
1312	1118	1064	409	334	NA
1313	620	1078	1115	1935	NA
1314	459	1205	247	NA	NA
1315	1242	1245	NA	NA	NA
1316	0	590	NA	NA	608
1317	1032	1128	NA	NA	NA
1318	462	16	187	NA	NA
1319	0	0	NA	NA	NA
1320	81	0	NA	NA	NA
1321	1127	1138	NA	NA	NA
1322	1236	145	NA	NA	NA
1323	1236	145	NA	NA	NA
1324	0	0	NA	NA	NA
1325	1240	1246	NA	NA	NA
1326	0	594	NA	NA	2023
1327	1155	1227	588	680	NA
1328	0	0	NA	NA	NA
1329	1080	412	NA	NA	NA
1330	239	194	NA	NA	NA
1331	1306	687	NA	NA	2334
1332	147	128	NA	NA	NA
1333	74	274	984	NA	NA
1334	405	1311	597	NA	NA
1335	478	22	NA	NA	NA
1336	1285	1273	1930	NA	NA
1337	1204	1224	168	NA	NA
1338	478	22	284	NA	NA
1339	137	905	NA	NA	NA
1340	1275	1272	NA	NA	NA
1341	280	643	2385	NA	197
1342	1286	916	NA	NA	725
1343	1191	597	NA	178	232
1344	80	253	NA	NA	NA
1345	149	1101	NA	NA	NA
1346	1171	1135	123	NA	NA
1347	1325	1312	NA	NA	409
1348	1314	1277	NA	247	NA
1349	134	1303	NA	NA	NA
1350	160	40	NA	NA	NA
1351	280	643	NA	NA	197
1352	1306	687	NA	NA	2334
1353	818	1189	NA	31	NA
1354	52	129	NA	NA	NA
1355	144	35	NA	NA	NA
1356	1217	1174	NA	NA	NA
1357	818	1189	97	31	NA
1358	1315	1207	2392	NA	NA
1359	817	105	702	44	NA
1360	292	422	206	NA	NA
1361	1275	1272	NA	NA	NA
1362	100	1164	2395	NA	NA
1363	289	635	404	NA	223
1364	1206	254	279	NA	NA
1365	1305	1297	90	NA	NA
1366	1129	67	130	NA	NA
1367	292	422	432	NA	NA
1368	451	116	1070	NA	NA
1369	1198	278	912	212	NA
1370	90	89	935	NA	NA
1371	479	450	228	NA	NA
1372	1278	914	2439	NA	752
1373	1269	1267	196	NA	NA
1374	689	1094	303	54	NA
1375	87	85	943	NA	NA
1376	118	277	241	NA	NA
1377	1147	296	1995	NA	NA
1378	301	1279	2379	NA	NA
1379	1226	1274	144	NA	NA
1380	83	302	157	NA	NA
1381	1147	296	95	NA	NA
1382	1147	296	101	NA	NA
1383	403	1157	114	NA	NA
1384	485	1229	237	NA	NA
1385	1298	1203	2211	NA	NA
1386	81	299	495	NA	NA
1387	168	1103	1081	NA	NA
1388	1134	1187	454	NA	356
1389	484	1228	427	NA	NA
1390	1032	1128	147	NA	NA
1391	1318	1249	NA	187	NA
1392	80	253	2166	NA	NA
1393	1314	1277	2004	247	NA
1394	81	299	164	NA	NA
1395	629	1324	NA	2203	NA
1396	219	1121	NA	NA	NA
1397	51	1255	NA	NA	NA
1398	1280	303	2178	NA	NA
1399	403	1157	1984	NA	NA
1400	81	299	490	NA	NA
1401	1329	1265	2204	NA	NA
1402	1134	1187	544	NA	356
1403	1214	1276	NA	NA	NA
