progeny	sire	dam	progeny_fam_ID	sire_fam_ID	dam_fam_ID
1404	1282	628	161	NA	180
1405	1183	91	348	231	NA
1406	81	299	921	NA	NA
1407	51	1255	NA	NA	NA
1408	81	299	312	NA	NA
1409	90	89	138	NA	NA
1410	1221	1166	108	NA	NA
1411	1169	1209	481	NA	365
1412	480	647	176	NA	570
1413	1325	1312	1871	NA	409
1414	1214	1276	298	NA	NA
1415	588	1222	172	327	NA
1416	533	598	417	56	2136
1417	400	395	440	NA	NA
1418	1191	597	502	178	232
1419	400	395	NA	NA	NA
1420	90	89	NA	NA	NA
1421	0	0	NA	NA	NA
1422	588	1222	NA	327	NA
1423	1100	497	1932	320	255
1424	1176	114	104	NA	NA
1425	1204	1224	269	NA	NA
1426	1190	548	233	NA	729
1427	1029	167	732	NA	NA
1428	1216	179	396	NA	NA
1429	1216	179	182	NA	NA
1430	74	274	2382	NA	NA
1431	1167	1289	716	NA	378
1432	482	1308	951	NA	NA
1433	819	1053	1288	38	NA
1434	1239	1230	1990	NA	NA
1435	298	1294	321	NA	359
1436	483	1225	595	NA	NA
1437	1148	421	210	NA	NA
1438	817	105	1975	44	NA
1439	483	1225	412	NA	NA
1440	1192	1218	191	NA	NA
1441	1319	1253	NA	NA	NA
1442	1328	123	NA	NA	NA
1443	127	126	NA	NA	NA
1444	1309	1150	NA	NA	NA
1445	0	0	NA	NA	NA
1446	169	424	2377	NA	NA
1447	1170	1158	151	NA	NA
1448	242	1193	NA	NA	1114
1449	1029	167	NA	NA	NA
1450	150	1184	NA	NA	369
1451	816	39	NA	1202	NA
1452	400	395	NA	NA	NA
1453	1154	1316	NA	248	NA
1454	588	1222	NA	327	NA
1455	139	122	NA	NA	NA
1456	241	1317	NA	NA	NA
1457	1168	495	NA	NA	2464
1458	473	21	1076	NA	NA
1459	0	0	NA	NA	NA
1460	1155	0	NA	680	NA
1461	0	1165	NA	NA	NA
1462	0	0	NA	NA	NA
1463	479	450	550	NA	NA
1464	84	1173	86	NA	NA
1465	118	277	539	NA	NA
1466	1134	1187	1087	NA	356
1467	1239	1230	326	NA	NA
1468	1299	1322	275	NA	NA
1469	473	21	218	NA	NA
1470	473	21	2396	NA	NA
1471	882	1326	NA	NA	NA
1472	1169	1209	NA	NA	365
1473	81	299	NA	NA	NA
1474	0	1277	731	NA	NA
1475	295	192	NA	NA	NA
1476	138	56	NA	NA	NA
1477	1171	1135	930	NA	NA
1478	1300	1323	2180	NA	NA
1479	1107	1212	251	NA	NA
1480	1202	1304	NA	224	NA
1481	1183	91	NA	231	NA
1482	241	1317	NA	NA	NA
1483	1306	687	NA	NA	2334
1484	1171	1135	NA	NA	NA
1485	1221	1166	117	NA	NA
1486	1321	1142	NA	NA	NA
1487	1182	1254	NA	NA	NA
1488	1171	1135	NA	NA	NA
1489	689	1094	NA	54	NA
1490	236	1256	NA	NA	1042
1491	1109	1130	NA	1103	NA
1492	1459	1456	NA	NA	NA
1493	1462	1457	NA	NA	NA
1494	404	1157	NA	NA	NA
1495	472	1165	567	NA	NA
1496	1306	687	403	NA	2334
1497	245	638	424	NA	2252
1498	471	262	1879	NA	NA
1499	1306	687	205	NA	2334
1500	406	1397	2375	NA	NA
1501	1196	167	372	215	NA
1502	1437	1460	NA	210	NA
1503	290	1184	419	NA	369
1504	404	1157	2470	NA	NA
1505	0	1393	433	NA	2004
1506	1172	1307	98	202	NA
1507	1400	1377	2043	490	1995
1508	1398	1486	627	2178	NA
1509	1168	495	486	NA	2464
1510	280	297	2341	NA	NA
1511	0	410	2051	NA	NA
1512	1266	20	2129	NA	NA
1513	1071	1301	2191	NA	NA
1514	1489	1399	NA	NA	1984
1515	1477	36	NA	930	NA
1516	1343	1344	530	NA	NA
1517	280	297	705	NA	NA
1518	295	0	NA	NA	NA
1519	0	0	NA	NA	NA
1520	1479	1122	NA	251	NA
1521	1286	916	NA	NA	725
1522	1450	540	1066	NA	582
1523	1310	125	NA	NA	NA
1524	1479	1122	NA	251	NA
1525	1172	1307	85	202	NA
1526	1398	1486	2297	2178	NA
1527	1302	124	NA	NA	NA
1528	1118	1391	NA	334	NA
1529	1195	1422	NA	254	NA
1530	1449	1273	NA	NA	NA
1531	1449	1273	NA	NA	NA
1532	530	135	NA	71	NA
1533	1266	20	1641	NA	NA
1534	1071	1301	NA	NA	NA
1535	259	302	2345	NA	NA
1536	154	1393	NA	NA	2004
1537	595	640	262	1	1954
1538	1489	1399	112	NA	1984
1539	1239	1230	2293	NA	NA
1540	1361	1481	1329	NA	NA
1541	239	225	NA	NA	NA
1542	1343	1344	NA	NA	NA
1543	434	1377	2053	NA	1995
1544	1423	493	1965	1932	554
1545	671	1179	928	849	1059
1546	1372	705	148	2439	2114
1547	438	1349	221	NA	NA
1548	400	1474	2103	NA	731
1549	1293	1515	217	NA	NA
1550	435	1413	1046	NA	1871
1551	1484	1385	250	NA	2211
1552	1424	452	733	104	NA
1553	1451	269	185	NA	NA
1554	432	687	1462	NA	2334
1555	1477	822	1517	930	1894
1556	1373	250	681	196	NA
1557	1477	822	585	930	1894
1558	1451	269	843	NA	NA
1559	1202	1399	1903	224	1984
1560	1532	61	2090	NA	NA
1561	1532	61	330	NA	NA
1562	455	1444	199	NA	NA
1563	1488	1123	659	NA	NA
1564	1196	167	366	215	NA
1565	257	1392	347	NA	2166
1566	0	61	664	NA	NA
1567	1172	526	1889	202	2059
1568	350	515	2305	NA	612
1569	1465	710	2117	539	886
1570	1499	464	1107	205	NA
1571	1530	1284	289	NA	NA
1572	699	1406	2124	549	921
1573	1482	700	526	NA	308
1574	1509	534	1969	486	1919
1575	671	1179	1876	849	1059
1576	426	337	362	NA	NA
1577	429	448	214	NA	NA
1578	1340	701	1065	NA	297
1579	1532	61	302	NA	NA
1580	455	1444	1478	NA	NA
1581	1475	97	192	NA	NA
1582	1155	1497	642	680	424
1583	476	706	1072	NA	1955
1584	1475	97	1471	NA	NA
1585	439	523	1880	NA	259
1586	1458	251	155	1076	NA
1587	0	304	556	NA	NA
1588	1484	1385	257	NA	2211
1589	1298	1368	685	NA	1070
1590	430	1483	410	NA	NA
1591	539	1356	590	1223	NA
1592	1361	1481	1047	NA	NA
1593	707	1504	600	693	2470
1594	426	337	533	NA	NA
1595	1231	1401	1324	NA	2204
1596	430	1483	211	NA	NA
1597	474	1416	361	NA	417
1598	1298	1368	1376	NA	1070
1599	863	1471	243	30	NA
1600	1168	495	2183	NA	2464
1601	1480	1165	436	NA	NA
1602	1270	1348	1883	261	NA
1603	454	121	2427	NA	NA
1604	431	278	1119	NA	NA
1605	1424	452	1057	104	NA
1606	1442	351	273	NA	NA
1607	1293	1515	227	NA	NA
1608	294	1491	414	NA	NA
1609	432	687	1474	NA	2334
1610	1463	1534	1487	550	NA
1611	1071	1443	234	NA	NA
1612	1477	822	1479	930	1894
1613	432	687	2061	NA	2334
1614	1484	1385	748	NA	2211
1615	352	1354	1086	NA	NA
1616	1484	1385	175	NA	2211
1617	1291	1193	1882	193	1114
1618	1290	304	416	2232	NA
1619	1335	1521	1944	NA	NA
1620	1455	1527	306	NA	NA
1621	1536	1541	283	NA	NA
1622	1387	915	1943	1081	675
1623	344	1501	1660	NA	372
1624	1449	598	394	NA	2136
1625	1343	1344	1885	NA	NA
1626	169	1523	1451	NA	NA
1627	477	1542	441	NA	NA
1628	1472	1498	1321	NA	1879
1629	1396	120	133	NA	NA
1630	162	1524	296	NA	NA
1631	1396	120	145	NA	NA
1632	249	119	448	NA	NA
1633	521	293	83	706	NA
1634	1269	1330	672	NA	NA
1635	859	254	2309	39	NA
1636	1415	860	1878	172	1676
1637	350	515	1422	NA	612
1638	1445	604	NA	NA	190
1639	245	1391	NA	NA	NA
1640	1357	336	NA	97	NA
1641	1357	336	NA	97	NA
1642	1488	1123	NA	NA	NA
1643	162	1524	NA	NA	NA
1644	1387	915	NA	1081	675
1645	1298	1368	NA	NA	1070
1646	1441	1295	NA	NA	NA
1647	257	1392	NA	NA	2166
1648	249	119	1888	NA	NA
1649	1531	324	1655	NA	NA
1650	1269	1330	758	NA	NA
1651	255	1219	1667	NA	NA
1652	255	1219	1911	NA	NA
1653	541	1389	NA	737	427
1654	639	1395	NA	29	NA
1655	639	1395	2199	29	NA
1656	0	0	NA	NA	NA
1657	1335	1521	NA	NA	NA
1658	169	1523	623	NA	NA
1659	1455	1527	1904	NA	NA
1660	1415	1425	1895	172	269
1661	1441	1295	457	NA	NA
1662	245	1391	111	NA	NA
1663	1417	325	1940	440	NA
1664	1132	1197	2457	NA	NA
1665	268	1347	119	NA	NA
1666	1335	1521	2064	NA	NA
1667	1488	1123	2179	NA	NA
1668	1441	1295	1948	NA	NA
1669	1530	1284	105	NA	NA
1670	1213	638	2165	NA	2252
1671	350	515	92	NA	612
1672	363	1164	401	NA	NA
1673	1268	1454	615	NA	NA
1674	363	1164	1973	NA	NA
1675	1488	1123	337	NA	NA
1676	295	698	2434	NA	902
1677	295	698	2069	NA	902
1678	477	1542	2056	NA	NA
1679	1531	324	2187	NA	NA
1680	1298	1368	517	NA	1070
1681	247	244	154	NA	NA
1682	162	1524	400	NA	NA
1683	477	1542	169	NA	NA
1684	1529	261	115	NA	NA
1685	249	119	266	NA	NA
1686	1366	338	889	130	NA
1687	436	1393	509	NA	2004
1688	1357	336	546	97	NA
1689	475	258	606	NA	NA
1690	863	1471	2025	30	NA
1691	1373	250	594	196	NA
1692	1339	1493	159	NA	NA
1693	453	662	1418	NA	2152
1694	1372	705	926	2439	2114
1695	1402	136	NA	544	NA
1696	364	1439	129	NA	412
1697	440	670	1906	NA	1275
1698	1540	1405	142	1329	348
1699	549	1059	697	820	NA
1700	442	674	949	NA	536
1701	1525	1414	134	85	298
1702	1202	1399	2087	224	1984
1703	1210	516	905	238	2068
1704	1423	493	307	1932	554
1705	1331	637	1872	NA	2188
1706	1183	910	107	231	216
1707	428	1407	120	NA	NA
1708	438	1349	NA	NA	NA
1709	1355	1520	NA	NA	NA
1710	343	1487	292	NA	NA
1711	1369	709	2098	912	1237
1712	405	101	580	NA	NA
1713	0	396	532	NA	NA
1714	439	523	NA	NA	259
1715	1482	700	1603	NA	308
1716	428	1407	265	NA	NA
1717	437	673	1531	NA	1582
1718	427	465	2078	NA	NA
1719	1514	702	1609	NA	896
1720	1514	702	1931	NA	896
1721	0	396	2097	NA	NA
1722	0	700	397	NA	308
1723	433	443	391	NA	NA
1724	1202	1399	2101	224	1984
1725	248	876	1429	NA	2034
1726	1196	167	628	215	NA
1727	1369	709	749	912	1237
1728	0	102	894	NA	NA
1729	0	102	690	NA	NA
1730	1499	464	209	205	NA
1731	1196	167	1197	215	NA
1732	1436	1352	899	595	NA
1733	1353	1351	1355	NA	NA
1734	148	199	NA	NA	NA
1735	427	465	NA	NA	NA
1736	1451	269	NA	NA	NA
1737	38	1294	NA	NA	359
1738	364	1439	NA	NA	412
1739	1420	1518	NA	NA	NA
1740	1447	397	NA	151	NA
1741	1320	159	NA	NA	NA
1742	1281	1452	NA	NA	NA
1743	1432	519	NA	951	291
1744	521	293	NA	706	NA
1745	1293	1515	NA	NA	NA
1746	295	698	NA	NA	902
1747	1449	598	NA	NA	2136
1748	431	278	NA	NA	NA
1749	1463	1534	NA	550	NA
1750	1463	1534	NA	550	NA
1751	690	1419	NA	60	NA
1752	1463	1534	NA	550	NA
1753	294	1491	NA	NA	NA
1754	1433	152	NA	1288	NA
1755	1469	1237	NA	218	NA
1756	1334	264	NA	597	NA
1757	1176	114	NA	NA	NA
1758	1463	1534	NA	550	NA
1759	163	1461	NA	NA	NA
1760	1440	153	NA	191	NA
1761	1440	153	NA	191	NA
1762	1398	102	NA	2178	NA
1763	1196	167	NA	215	NA
1764	1436	1352	NA	595	NA
1765	1514	702	NA	NA	896
1766	1494	675	NA	NA	1191
1767	1436	1352	NA	595	NA
1768	1213	638	NA	NA	2252
1769	151	1283	NA	NA	NA
1770	342	1421	NA	NA	NA
1771	1519	33	NA	NA	NA
1772	1610	858	940	1487	328
1773	165	30	1159	NA	NA
1774	1735	876	1653	NA	2034
1775	416	1750	1959	NA	NA
1776	291	256	1309	NA	NA
1777	767	307	1216	906	NA
1778	1746	765	719	NA	2153
1779	875	660	1171	2039	2141
1780	1546	1702	1189	148	2087
1781	373	337	1210	NA	NA
1782	1760	348	2226	NA	NA
1783	329	561	1110	NA	911
1784	1736	1761	1543	NA	NA
1785	782	1583	827	1139	1072
1786	1629	1555	945	133	1517
1787	1736	1761	2010	NA	NA
1788	311	856	91	NA	349
1789	768	1721	1194	898	2097
1790	503	244	1178	1136	NA
1791	1643	306	167	NA	NA
1792	1563	1609	131	659	1474
1793	1559	698	1135	1903	902
1794	310	1767	1148	NA	NA
1795	1661	1	1492	457	NA
1796	503	244	1172	1136	NA
1797	1384	1646	277	237	NA
1798	4	357	465	NA	NA
1799	517	1565	467	24	347
1800	1591	1566	1697	590	664
1801	539	29	1188	1223	NA
1802	512	2	1913	1149	NA
1803	4	357	1497	NA	NA
1804	72	1454	385	NA	NA
1805	162	1524	84	NA	NA
1806	1475	97	1358	NA	NA
1807	1547	1742	1926	221	NA
1808	1559	698	1145	1903	902
1809	330	775	1923	NA	1063
1810	309	1644	162	NA	NA
1811	376	1342	1195	NA	NA
1812	1768	1744	1144	NA	NA
1813	813	1647	152	1898	NA
1814	415	1751	1158	NA	NA
1815	0	1393	1162	NA	2004
1816	1517	604	480	705	190
1817	354	315	1133	NA	NA
1818	1546	1702	562	148	2087
1819	95	623	2000	NA	1317
1820	665	347	455	52	NA
1821	1749	1160	1157	NA	388
1822	1627	1439	2062	441	412
1823	1668	908	1689	1948	2019
1824	26	1642	126	NA	NA
1825	809	27	135	10	NA
1826	863	580	1635	30	2260
1827	524	93	382	75	NA
1828	1449	598	1181	NA	2136
1829	1732	246	1518	899	NA
1830	1627	1439	1192	441	412
1831	273	98	2013	NA	NA
1832	1671	857	1698	92	290
1833	1763	25	1873	NA	NA
1834	5	1769	518	NA	NA
1835	0	504	2157	NA	2132
1836	1763	25	1138	NA	NA
1837	1569	870	1577	2117	2044
1838	679	678	566	1972	1916
1839	110	638	512	NA	2252
1840	1770	1199	692	NA	NA
1841	639	1574	995	29	1969
1842	1345	1378	2134	NA	2379
1843	0	1393	1373	NA	2004
1844	0	1393	1341	NA	2004
1845	1345	1378	2057	NA	2379
1846	362	1439	1182	NA	412
1847	1754	1628	688	NA	1321
1848	1747	1695	2290	NA	NA
1849	1432	519	99	951	291
1850	1749	1160	974	NA	388
1851	639	1574	NA	29	1969
1852	94	1741	NA	NA	NA
1853	309	1644	NA	NA	NA
1854	1586	1708	NA	155	NA
1855	1162	525	553	198	2092
1856	1627	111	2170	441	NA
1857	26	1642	907	NA	NA
1858	512	2	2438	1149	NA
1859	441	446	2230	NA	NA
1860	1720	331	NA	1931	NA
1861	326	1608	NA	NA	414
1862	510	0	NA	1928	NA
1863	0	123	NA	NA	NA
1864	110	638	NA	NA	2252
1865	373	337	NA	NA	NA
1866	1492	1193	NA	NA	1114
1867	155	1656	NA	NA	NA
1868	1668	908	NA	1948	2019
1869	345	501	1200	NA	1153
1870	806	1503	2133	1884	419
1871	1739	1333	1708	NA	984
1872	1739	1333	1173	NA	984
1873	1334	264	1186	597	NA
1874	352	621	1456	NA	1586
1875	1759	252	682	NA	NA
1876	1208	1528	113	2192	NA
1877	1449	598	1196	NA	2136
1878	1654	1294	1214	NA	359
1879	1436	323	287	595	NA
1880	766	538	1204	453	1230
1881	887	701	1227	1258	297
1882	1752	1765	258	NA	NA
1883	579	1490	643	1160	NA
1884	1641	113	1137	NA	NA
1885	345	501	572	NA	1153
1886	1637	1332	650	1422	NA
1887	110	638	1129	NA	2252
1888	1371	1734	1875	228	NA
1889	110	638	106	NA	2252
1890	511	515	1674	1170	612
1891	1752	1765	522	NA	NA
1892	1641	113	487	NA	NA
1893	308	1725	460	NA	1429
1894	267	1745	1151	NA	NA
1895	1582	1599	641	642	243
1896	751	1413	139	74	1871
1897	0	853	884	NA	613
1898	671	1179	657	849	1059
1899	671	1179	651	849	1059
1900	326	1608	1918	NA	414
1901	1720	331	1146	1931	NA
1902	1641	113	310	NA	NA
1903	511	515	1142	1170	612
1904	1573	670	2118	526	1275
1905	500	1599	589	715	243
1906	0	525	415	NA	2092
1907	1387	915	700	1081	675
1908	413	1487	649	NA	NA
1909	270	1686	483	NA	889
1910	579	1490	870	1160	NA
1911	1473	335	1165	NA	NA
1912	1473	335	1190	NA	NA
1913	414	855	1078	NA	2205
1914	1473	335	1155	NA	NA
1915	109	585	2021	NA	2104
1916	503	244	1167	1136	NA
1917	24	1738	1091	NA	NA
1918	1350	260	2330	NA	NA
1919	751	1413	1552	74	1871
1920	496	590	422	1414	608
1921	1321	781	1168	NA	222
1922	1755	7	548	NA	NA
1923	0	525	163	NA	2092
1924	1594	305	632	533	NA
1925	1375	1179	2177	943	1059
1926	1668	908	293	1948	2019
1927	1517	604	1177	705	190
1928	773	1496	1201	2110	403
1929	1423	1256	1179	1932	1042
1930	863	860	2086	30	1676
1931	374	443	1571	NA	NA
1932	1770	1199	989	NA	NA
1933	6	1502	300	NA	NA
1934	110	638	1152	NA	2252
1935	265	1452	1217	NA	NA
1936	1763	25	270	NA	NA
1937	447	1757	1298	NA	NA
1938	360	1670	942	NA	2165
1939	1645	1603	1335	NA	2427
1940	602	906	1134	2190	2009
1941	1398	166	2083	2178	NA
1942	441	446	140	NA	NA
1943	94	1741	1099	NA	NA
1944	1629	1555	932	133	1517
1945	375	903	1141	NA	1897
1946	358	1653	158	NA	NA
1947	444	1448	127	NA	NA
1948	1697	848	1908	1906	645
1949	1387	915	136	1081	675
1950	1355	92	1109	NA	NA
1951	1387	915	1330	1081	675
1952	677	917	NA	621	1706
1953	1492	1193	1131	NA	1114
1954	1495	355	350	567	NA
1955	326	1608	916	NA	414
1956	773	1496	1211	2110	403
1957	874	328	341	1910	NA
1958	1343	1344	313	NA	NA
1959	1343	1344	2195	NA	NA
1960	1661	1655	1031	457	2199
1961	1661	1655	1631	457	2199
1962	581	1868	1657	11	NA
1963	579	676	547	1160	1243
1964	71	1773	442	NA	1159
1965	1436	502	805	595	1649
1966	0	69	364	NA	NA
1967	0	69	370	NA	NA
1968	579	676	456	1160	1243
1969	71	1773	132	NA	1159
1970	511	515	810	1170	612
1971	829	815	501	NA	1651
1972	805	814	1915	696	1644
1973	517	1565	1318	24	347
1974	511	515	355	1170	612
1975	1947	1579	1504	127	302
1976	350	1635	1079	NA	2309
1977	350	1635	2228	NA	2309
1978	600	612	1662	165	1981
1979	1668	915	1991	1948	675
1980	1668	915	2156	1948	675
1981	1789	516	1095	1194	2068
1982	1613	1498	1105	2061	1879
1983	820	879	1075	1564	1281
1984	1852	754	1082	NA	920
1985	1668	915	1639	1948	675
1986	1947	1579	1248	127	302
1987	1660	1636	1071	1895	1878
1988	1668	915	354	1948	675
1989	350	1635	2300	NA	2309
1990	829	815	1106	NA	1651
1991	1930	593	1257	2086	1176
1992	359	1872	708	NA	1173
1993	71	1773	1092	NA	1159
1994	1537	860	983	262	1676
1995	1680	726	2072	517	346
1996	1907	1608	345	700	414
1997	1907	1608	110	700	414
1998	263	1670	103	NA	2165
1999	1885	803	1083	572	1337
2000	863	663	88	30	263
2001	314	1864	1952	NA	NA
2002	1907	1608	1551	700	414
2003	1907	1608	1452	700	414
2004	1949	1859	338	136	2230
2005	342	507	156	NA	1199
2006	1785	1762	2292	827	NA
2007	1321	881	149	NA	1490
2008	71	1773	584	NA	1159
2009	1901	334	1488	1146	NA
2010	1661	1655	1229	457	2199
2011	1907	1608	1618	700	414
2012	807	663	166	541	263
2013	512	1625	1537	1149	1885
2014	669	1940	1213	2137	1134
2015	669	1940	2472	2137	1134
2016	656	823	125	57	2001
2017	1770	313	723	NA	NA
2018	562	525	1544	947	2092
2019	1458	1571	1672	1076	289
2020	342	507	1622	NA	1199
2021	517	1565	1563	24	347
2022	632	1743	1890	1927	NA
2023	804	1561	2296	3	330
2024	696	1566	1043	2127	664
2025	843	658	1508	2080	2492
2026	314	1864	1961	NA	NA
2027	377	857	1643	NA	290
2028	1901	334	143	1146	NA
2029	609	631	927	1261	1255
2030	804	1561	1483	3	330
2031	733	1833	1101	931	1873
2032	1432	538	389	951	1230
2033	774	1779	1123	938	1171
2034	1495	808	519	567	272
2035	1495	808	1080	567	272
2036	786	1597	523	872	361
2037	786	1597	1077	872	361
2038	738	880	395	656	1274
2039	738	880	1067	656	1274
2040	657	1793	94	2144	1135
2041	1689	1587	1761	606	556
2042	1594	1758	1556	533	NA
2043	282	622	510	NA	2014
2044	1689	1587	160	606	556
2045	1927	876	1053	1177	2034
2046	804	1561	578	3	330
2047	772	752	571	2425	2485
2048	1577	655	1455	214	2353
2049	756	1781	1401	1501	1210
2050	866	1879	2075	897	287
2051	1941	764	1624	2083	873
2052	866	0	524	897	NA
2053	1805	742	2015	84	1905
2054	353	1560	1354	NA	2090
2055	721	835	1589	141	878
2056	1208	693	367	2192	2007
2057	818	1453	1963	31	NA
2058	866	1879	500	897	287
2059	1806	758	505	1358	317
2060	1782	286	488	2226	NA
2061	756	1781	1415	1501	1210
2062	1500	1474	170	2375	731
2063	1581	785	181	192	2131
2064	1707	748	171	120	1958
2065	812	1708	1102	444	NA
2066	1398	1766	1993	2178	NA
2067	282	622	484	NA	2014
2068	379	542	1241	NA	1183
2069	601	627	992	1891	2469
2070	1865	534	1044	NA	1919
2071	1361	1748	1061	NA	NA
2072	503	505	2497	1136	1143
2073	503	505	2391	1136	1143
2074	1604	649	146	1119	1028
2075	1604	649	383	1119	1028
2076	379	542	1692	NA	1183
2077	0	1833	1683	NA	1873
2078	1789	516	1493	1194	2068
2079	601	627	374	1891	2469
2080	1852	754	1089	NA	920
2081	1509	534	1051	486	1919
2082	1865	534	1900	NA	1919
2083	820	879	1408	1564	1281
2084	1361	1748	1068	NA	NA
2085	503	505	475	1136	1143
2086	1664	833	1325	2457	2412
2087	756	1781	1382	1501	1210
2088	1664	833	677	2457	2412
2089	0	256	489	NA	NA
2090	300	1650	1367	NA	758
2091	1836	822	591	1138	1894
2092	1594	1758	1058	533	NA
2093	1689	1587	910	606	556
2094	1870	619	2024	2133	866
2095	503	505	2154	1136	1143
2096	503	505	671	1136	1143
2097	288	889	462	NA	1251
2098	503	505	1128	1136	1143
2099	630	854	665	2463	2116
2100	821	256	153	1646	NA
2101	0	256	1627	NA	NA
2102	0	256	1116	NA	NA
2103	300	1650	496	NA	758
2104	1592	852	1124	1047	1979
2105	1870	619	515	2133	866
2106	300	1650	655	NA	758
2107	1592	852	1055	1047	1979
2108	369	890	2224	NA	1225
2109	1592	852	1113	1047	1979
2110	165	361	1950	NA	NA
2111	283	603	2107	NA	1180
2112	802	755	1118	1924	941
2113	1754	1628	520	NA	1321
2114	1955	1512	1049	916	2129
2115	802	755	1125	1924	941
2116	802	755	1112	1924	941
2117	165	361	1048	NA	NA
2118	1910	878	1540	870	2458
2119	1955	1512	978	916	2129
2120	770	1774	2189	78	1653
2121	1910	878	1054	870	2458
2122	607	1812	1262	2455	1144
2123	1918	92	373	2330	NA
2124	352	621	1306	NA	1586
2125	1709	1638	1368	NA	NA
2126	1526	445	1444	2297	NA
2127	1853	740	1612	NA	721
2128	1851	514	560	NA	324
2129	1910	878	1591	870	2458
2130	1853	740	890	NA	721
2131	320	827	527	NA	1209
2132	1756	578	743	NA	1977
2133	418	585	1968	NA	2104
2134	1384	1622	2298	237	1943
2135	1851	514	1235	NA	324
2136	320	827	2121	NA	1209
2137	320	827	559	NA	1209
2138	1592	852	1064	1047	1979
2139	1495	808	511	567	272
2140	1950	891	2020	1109	2095
2141	1756	578	981	NA	1977
2142	874	328	447	1910	NA
2143	1819	1733	531	2000	1355
2144	784	606	1560	970	1246
2145	1495	808	2168	567	272
2146	1495	808	552	567	272
2147	607	1812	2493	2455	1144
2148	370	518	622	NA	1332
2149	0	1342	1945	NA	NA
2150	107	1777	386	NA	1216
2151	1874	115	507	1456	NA
2152	0	1342	1937	NA	NA
2153	784	606	904	970	1246
2154	1829	1737	1547	1518	NA
2155	818	1453	379	31	NA
2156	1398	1766	102	2178	NA
2157	1855	659	316	553	264
2158	316	1771	325	NA	NA
2159	0	1342	1310	NA	NA
2160	1595	919	1964	1324	1259
2161	372	1753	2164	NA	NA
2162	1853	740	1377	NA	721
2163	368	1850	1424	NA	974
2164	96	117	1369	NA	NA
2165	783	1957	1688	770	341
2166	1924	739	537	632	332
2167	371	23	2194	NA	NA
2168	265	1452	637	NA	NA
2169	346	1903	329	NA	1142
2170	1855	659	2355	553	264
2171	1640	1795	1406	NA	1492
2172	1610	1576	504	1487	362
2173	859	535	497	39	1413
2174	776	883	1496	880	2459
2175	886	317	2304	468	NA
2176	634	513	1966	18	1156
2177	1855	659	1454	553	264
2178	886	317	2307	468	NA
2179	782	1583	586	1139	1072
2180	506	1843	676	1466	1373
2181	886	317	2160	468	NA
2182	859	535	1022	39	1413
2183	1697	771	603	1906	867
2184	782	1583	1575	1139	1072
2185	782	1583	93	1139	1072
2186	1697	771	1597	1906	867
2187	1610	1576	335	1487	362
2188	634	513	2167	18	1156
2189	1709	1638	1912	NA	NA
2190	836	1583	2301	NA	1072
2191	634	513	1602	18	1156
2192	668	1867	1016	503	NA
2193	1511	1817	2159	2051	1133
2194	778	1926	663	551	293
2195	782	1583	418	1139	1072
2196	1640	1795	2176	NA	1492
2197	769	870	1668	877	2044
2198	1334	1922	116	597	548
2199	378	638	2181	NA	2252
2200	1511	1817	150	2051	1133
2201	1382	710	900	101	886
2202	703	319	684	63	NA
2203	703	319	2146	63	NA
2204	778	1926	654	551	293
2205	1432	538	476	951	1230
2206	1892	1843	1594	487	1373
2207	1511	1817	2126	2051	1133
2208	378	638	449	NA	2252
2209	1494	1406	360	NA	921
2210	1398	1766	2215	2178	NA
2211	863	580	96	30	2260
2212	777	680	596	1625	2082
2213	1720	331	425	1931	NA
2214	1381	1719	434	95	1609
2215	1904	900	1203	2118	1570
2216	1941	764	1185	2083	873
2217	549	755	1749	820	941
2218	366	720	323	NA	1469
2219	1313	1878	2261	1115	1214
2220	1904	900	1024	2118	1570
2221	776	883	128	880	2459
2222	1925	1860	1613	2177	NA
2223	1893	28	1316	460	NA
2224	1382	710	121	101	886
2225	366	720	1998	NA	1469
2226	1925	1860	1695	2177	NA
2227	1526	445	499	2297	NA
2228	1602	730	1300	1883	599
2229	1548	1503	NA	2103	419
2230	708	489	1917	1256	1247
2231	367	527	333	NA	1252
2232	1837	532	521	1577	1222
2233	0	667	1514	NA	253
2234	1866	318	1524	NA	NA
2235	708	489	1391	1256	1247
2236	779	285	319	13	NA
2237	661	1476	1150	607	NA
2238	1492	1676	516	NA	2434
2239	549	877	1495	820	1264
2240	1479	501	1394	251	1153
2241	1941	764	1175	2083	873
2242	885	633	2173	1282	1272
2243	1526	445	2106	2297	NA
2244	901	1921	736	1925	1168
2245	901	1921	2369	1925	1168
2246	1856	841	636	2170	285
2247	1604	649	87	1119	1028
2248	1632	613	2175	448	2182
2249	365	1939	2186	NA	1335
2250	813	1814	429	1898	1158
2251	793	613	451	2429	2182
2252	1799	536	109	467	954
2253	1631	1818	2054	145	562
2254	789	788	2163	477	271
2255	265	1452	993	NA	NA
2256	813	1814	1037	1898	1158
2257	1787	618	542	2010	2349
2258	1792	1858	958	131	2438
2259	743	681	122	587	1513
2260	1639	1740	1169	NA	NA
2261	549	877	2045	820	1264
2262	918	1554	1207	2416	1462
2263	918	1554	1198	2416	1462
2264	1208	284	629	2192	NA
2265	0	681	1951	NA	1513
2266	778	1926	439	551	293
2267	549	877	506	820	1264
2268	0	917	1212	NA	1706
2269	1778	763	445	719	344
2270	1631	1818	2200	145	562
2271	1788	53	NA	91	NA
